1,3,0
1,2,5
1,115,2
1,4,0
1,5,3
1,6,0
1,7,0
1,8,2
1,9,0
1,10,2
1,11,1
1,12,2
1,13,2
1,14,3
1,57,3
1,128,4
1,17,3
1,18,2
1,19,1
1,20,4
1,21,1
1,22,4
1,23,0
1,24,5
1,25,1
1,26,3
1,62,5
1,28,2
1,29,5
1,30,3
1,31,5
1,32,1
1,33,3
1,34,3
1,35,3
1,36,3
1,37,0
1,38,2
1,39,4
1,40,0
1,3,4
1,61,4
1,43,3
1,44,0
1,45,4
1,46,3
1,47,2
1,48,3
1,49,0
1,50,2
1,51,3
1,52,3
1,53,0
1,54,0
1,55,1
1,56,0
1,57,3
1,58,3
1,59,3
1,124,5
1,60,5
1,61,1
1,62,1
1,63,0
1,64,1
1,65,4
1,83,5
1,67,1
1,68,5
1,69,0
1,70,0
1,71,0
1,72,2
1,73,1
1,74,0
1,75,1
1,76,4
1,77,4
1,78,1
1,79,4
1,80,3
1,81,4
1,82,1
1,83,2
1,84,4
1,95,5
1,86,0
1,100,3
1,88,3
1,89,0
1,90,3
1,93,2
1,93,0
1,93,3
1,95,4
1,95,4
1,96,0
1,97,3
1,98,4
1,122,0
1,100,3
1,102,0
1,102,3
1,103,4
1,104,5
1,105,2
1,106,0
1,107,1
1,108,4
1,109,2
1,110,1
1,111,0
1,131,5
1,113,0
1,114,1
1,115,3
1,116,2
1,117,0
1,118,0
1,119,4
1,120,4
1,121,2
1,122,0
1,123,0
1,124,4
1,125,4
1,126,1
1,127,1
1,128,4
1,129,4
1,130,5
1,131,2
1,132,4
1,133,1
1,134,1
1,135,1
1,136,3
1,137,2
2,3,0
2,2,0
2,3,5
2,4,1
2,5,0
2,6,0
2,7,3
2,8,2
2,9,1
2,10,5
2,11,3
2,12,2
2,13,5
2,14,0
2,57,2
2,128,4
2,17,4
2,18,1
2,19,4
2,20,3
2,21,0
2,22,5
2,23,4
2,24,2
2,25,0
2,26,1
2,62,5
2,28,0
2,29,5
2,30,4
2,31,0
2,32,4
2,33,3
2,34,4
2,35,4
2,36,4
2,37,5
2,38,2
2,39,4
2,40,3
2,3,0
2,61,2
2,43,3
2,44,4
2,45,0
2,46,1
2,47,1
2,48,3
2,49,4
2,50,4
2,51,2
2,52,5
2,53,3
2,54,4
2,55,2
2,56,2
2,57,2
2,58,4
2,59,0
2,124,5
2,60,4
2,61,3
2,62,1
2,63,2
2,64,4
2,65,1
2,83,5
2,67,4
2,68,3
2,69,3
2,70,3
2,71,5
2,72,0
2,73,4
2,74,2
2,75,5
2,76,2
2,77,5
2,78,3
2,79,1
2,80,4
2,81,3
2,82,5
2,83,3
2,84,1
2,95,0
2,86,0
2,100,0
2,88,1
2,89,5
2,90,5
2,93,5
2,93,4
2,93,1
2,95,5
2,95,1
2,96,5
2,97,5
2,98,2
2,122,3
2,100,4
2,102,3
2,102,1
2,103,5
2,104,1
2,105,5
2,106,0
2,107,0
2,108,2
2,109,3
2,110,0
2,111,4
2,131,3
2,113,4
2,114,5
2,115,2
2,116,4
2,117,1
2,118,2
2,119,3
2,120,1
2,121,2
2,122,1
2,123,0
2,124,5
2,125,3
2,126,4
2,127,5
2,128,5
2,129,5
2,130,1
2,131,1
2,132,0
2,133,3
2,134,5
2,135,5
2,136,0
2,137,4
3,3,0
3,2,4
3,3,2
3,4,1
3,5,0
3,6,2
3,7,3
3,8,0
3,9,5
3,10,2
3,11,4
3,12,1
3,13,5
3,14,5
3,57,4
3,128,3
3,17,3
3,18,3
3,19,1
3,20,3
3,21,3
3,22,3
3,23,5
3,24,3
3,25,3
3,26,2
3,62,5
3,28,4
3,29,0
3,30,4
3,31,4
3,32,4
3,33,0
3,34,5
3,35,0
3,36,1
3,37,1
3,38,5
3,39,2
3,40,2
3,3,4
3,61,1
3,43,3
3,44,0
3,45,0
3,46,4
3,47,4
3,48,0
3,49,3
3,50,1
3,51,1
3,52,2
3,53,1
3,54,2
3,55,0
3,56,0
3,57,2
3,58,0
3,59,2
3,124,4
3,60,3
3,61,1
3,62,2
3,63,2
3,64,3
3,65,4
3,83,4
3,67,4
3,68,5
3,69,5
3,70,5
3,71,2
3,72,1
3,73,5
3,74,1
3,75,5
3,76,2
3,77,5
3,78,4
3,79,3
3,80,3
3,81,4
3,82,2
3,83,0
3,84,1
3,95,3
3,86,5
3,100,0
3,88,3
3,89,1
3,90,3
3,93,0
3,93,4
3,93,2
3,95,2
3,95,4
3,96,0
3,97,2
3,98,1
3,122,0
3,100,0
3,102,1
3,102,3
3,103,4
3,104,4
3,105,2
3,106,4
3,107,1
3,108,0
3,109,0
3,110,4
3,111,3
3,131,2
3,113,1
3,114,2
3,115,0
3,116,0
3,117,4
3,118,5
3,119,0
3,120,1
3,121,3
3,122,3
3,123,4
